rank,name,year,rating,genre,certificate,run_time,tagline,budget,box_office,casts,directors,writers
1,The Shawshank Redemption,1994,9.3,['Drama'],R,2h 22m,Fear can hold you prisoner. Hope can set you free.,25000000,28884504,Tim Robbins,['Frank Darabont'],"Stephen King,Frank Darabont"
1,The Shawshank Redemption,1994,9.3,['Drama'],R,2h 22m,Fear can hold you prisoner. Hope can set you free.,25000000,28884504,Morgan Freeman,['Frank Darabont'],"Stephen King,Frank Darabont"
1,The Shawshank Redemption,1994,9.3,['Drama'],R,2h 22m,Fear can hold you prisoner. Hope can set you free.,25000000,28884504,Bob Gunton,['Frank Darabont'],"Stephen King,Frank Darabont"
1,The Shawshank Redemption,1994,9.3,['Drama'],R,2h 22m,Fear can hold you prisoner. Hope can set you free.,25000000,28884504,William Sadler,['Frank Darabont'],"Stephen King,Frank Darabont"
1,The Shawshank Redemption,1994,9.3,['Drama'],R,2h 22m,Fear can hold you prisoner. Hope can set you free.,25000000,28884504,Clancy Brown,['Frank Darabont'],"Stephen King,Frank Darabont"
1,The Shawshank Redemption,1994,9.3,['Drama'],R,2h 22m,Fear can hold you prisoner. Hope can set you free.,25000000,28884504,Gil Bellows,['Frank Darabont'],"Stephen King,Frank Darabont"
1,The Shawshank Redemption,1994,9.3,['Drama'],R,2h 22m,Fear can hold you prisoner. Hope can set you free.,25000000,28884504,Mark Rolston,['Frank Darabont'],"Stephen King,Frank Darabont"
1,The Shawshank Redemption,1994,9.3,['Drama'],R,2h 22m,Fear can hold you prisoner. Hope can set you free.,25000000,28884504,James Whitmore,['Frank Darabont'],"Stephen King,Frank Darabont"
1,The Shawshank Redemption,1994,9.3,['Drama'],R,2h 22m,Fear can hold you prisoner. Hope can set you free.,25000000,28884504,Jeffrey DeMunn,['Frank Darabont'],"Stephen King,Frank Darabont"
1,The Shawshank Redemption,1994,9.3,['Drama'],R,2h 22m,Fear can hold you prisoner. Hope can set you free.,25000000,28884504,Larry Brandenburg,['Frank Darabont'],"Stephen King,Frank Darabont"
1,The Shawshank Redemption,1994,9.3,['Drama'],R,2h 22m,Fear can hold you prisoner. Hope can set you free.,25000000,28884504,Neil Giuntoli,['Frank Darabont'],"Stephen King,Frank Darabont"
1,The Shawshank Redemption,1994,9.3,['Drama'],R,2h 22m,Fear can hold you prisoner. Hope can set you free.,25000000,28884504,Brian Libby,['Frank Darabont'],"Stephen King,Frank Darabont"
1,The Shawshank Redemption,1994,9.3,['Drama'],R,2h 22m,Fear can hold you prisoner. Hope can set you free.,25000000,28884504,David Proval,['Frank Darabont'],"Stephen King,Frank Darabont"
1,The Shawshank Redemption,1994,9.3,['Drama'],R,2h 22m,Fear can hold you prisoner. Hope can set you free.,25000000,28884504,Joseph Ragno,['Frank Darabont'],"Stephen King,Frank Darabont"
1,The Shawshank Redemption,1994,9.3,['Drama'],R,2h 22m,Fear can hold you prisoner. Hope can set you free.,25000000,28884504,Jude Ciccolella,['Frank Darabont'],"Stephen King,Frank Darabont"
1,The Shawshank Redemption,1994,9.3,['Drama'],R,2h 22m,Fear can hold you prisoner. Hope can set you free.,25000000,28884504,Paul McCrane,['Frank Darabont'],"Stephen King,Frank Darabont"
1,The Shawshank Redemption,1994,9.3,['Drama'],R,2h 22m,Fear can hold you prisoner. Hope can set you free.,25000000,28884504,Renee Blaine,['Frank Darabont'],"Stephen King,Frank Darabont"
1,The Shawshank Redemption,1994,9.3,['Drama'],R,2h 22m,Fear can hold you prisoner. Hope can set you free.,25000000,28884504,Scott Mann,['Frank Darabont'],"Stephen King,Frank Darabont"
2,The Godfather,1972,9.2,"['Crime', 'Drama']",R,2h 55m,An offer you can't refuse.,6000000,250341816,Marlon Brando,['Francis Ford Coppola'],"Mario Puzo,Francis Ford Coppola"
2,The Godfather,1972,9.2,"['Crime', 'Drama']",R,2h 55m,An offer you can't refuse.,6000000,250341816,Al Pacino,['Francis Ford Coppola'],"Mario Puzo,Francis Ford Coppola"
2,The Godfather,1972,9.2,"['Crime', 'Drama']",R,2h 55m,An offer you can't refuse.,6000000,250341816,James Caan,['Francis Ford Coppola'],"Mario Puzo,Francis Ford Coppola"
2,The Godfather,1972,9.2,"['Crime', 'Drama']",R,2h 55m,An offer you can't refuse.,6000000,250341816,Diane Keaton,['Francis Ford Coppola'],"Mario Puzo,Francis Ford Coppola"
2,The Godfather,1972,9.2,"['Crime', 'Drama']",R,2h 55m,An offer you can't refuse.,6000000,250341816,Richard S. Castellano,['Francis Ford Coppola'],"Mario Puzo,Francis Ford Coppola"
2,The Godfather,1972,9.2,"['Crime', 'Drama']",R,2h 55m,An offer you can't refuse.,6000000,250341816,Robert Duvall,['Francis Ford Coppola'],"Mario Puzo,Francis Ford Coppola"
2,The Godfather,1972,9.2,"['Crime', 'Drama']",R,2h 55m,An offer you can't refuse.,6000000,250341816,Sterling Hayden,['Francis Ford Coppola'],"Mario Puzo,Francis Ford Coppola"
2,The Godfather,1972,9.2,"['Crime', 'Drama']",R,2h 55m,An offer you can't refuse.,6000000,250341816,John Marley,['Francis Ford Coppola'],"Mario Puzo,Francis Ford Coppola"
2,The Godfather,1972,9.2,"['Crime', 'Drama']",R,2h 55m,An offer you can't refuse.,6000000,250341816,Richard Conte,['Francis Ford Coppola'],"Mario Puzo,Francis Ford Coppola"
2,The Godfather,1972,9.2,"['Crime', 'Drama']",R,2h 55m,An offer you can't refuse.,6000000,250341816,Al Lettieri,['Francis Ford Coppola'],"Mario Puzo,Francis Ford Coppola"
2,The Godfather,1972,9.2,"['Crime', 'Drama']",R,2h 55m,An offer you can't refuse.,6000000,250341816,Abe Vigoda,['Francis Ford Coppola'],"Mario Puzo,Francis Ford Coppola"
2,The Godfather,1972,9.2,"['Crime', 'Drama']",R,2h 55m,An offer you can't refuse.,6000000,250341816,Talia Shire,['Francis Ford Coppola'],"Mario Puzo,Francis Ford Coppola"
2,The Godfather,1972,9.2,"['Crime', 'Drama']",R,2h 55m,An offer you can't refuse.,6000000,250341816,Gianni Russo,['Francis Ford Coppola'],"Mario Puzo,Francis Ford Coppola"
2,The Godfather,1972,9.2,"['Crime', 'Drama']",R,2h 55m,An offer you can't refuse.,6000000,250341816,John Cazale,['Francis Ford Coppola'],"Mario Puzo,Francis Ford Coppola"
2,The Godfather,1972,9.2,"['Crime', 'Drama']",R,2h 55m,An offer you can't refuse.,6000000,250341816,Rudy Bond,['Francis Ford Coppola'],"Mario Puzo,Francis Ford Coppola"
2,The Godfather,1972,9.2,"['Crime', 'Drama']",R,2h 55m,An offer you can't refuse.,6000000,250341816,Al Martino,['Francis Ford Coppola'],"Mario Puzo,Francis Ford Coppola"
2,The Godfather,1972,9.2,"['Crime', 'Drama']",R,2h 55m,An offer you can't refuse.,6000000,250341816,Morgana King,['Francis Ford Coppola'],"Mario Puzo,Francis Ford Coppola"
2,The Godfather,1972,9.2,"['Crime', 'Drama']",R,2h 55m,An offer you can't refuse.,6000000,250341816,Lenny Montana,['Francis Ford Coppola'],"Mario Puzo,Francis Ford Coppola"
3,The Dark Knight,2008,9.0,"['Action', 'Crime', 'Drama']",PG-13,2h 32m,Why So Serious?,185000000,1006234167,Christian Bale,['Christopher Nolan'],"Jonathan Nolan,Christopher Nolan,David S. Goyer"
3,The Dark Knight,2008,9.0,"['Action', 'Crime', 'Drama']",PG-13,2h 32m,Why So Serious?,185000000,1006234167,Heath Ledger,['Christopher Nolan'],"Jonathan Nolan,Christopher Nolan,David S. Goyer"
3,The Dark Knight,2008,9.0,"['Action', 'Crime', 'Drama']",PG-13,2h 32m,Why So Serious?,185000000,1006234167,Aaron Eckhart,['Christopher Nolan'],"Jonathan Nolan,Christopher Nolan,David S. Goyer"
3,The Dark Knight,2008,9.0,"['Action', 'Crime', 'Drama']",PG-13,2h 32m,Why So Serious?,185000000,1006234167,Michael Caine,['Christopher Nolan'],"Jonathan Nolan,Christopher Nolan,David S. Goyer"
3,The Dark Knight,2008,9.0,"['Action', 'Crime', 'Drama']",PG-13,2h 32m,Why So Serious?,185000000,1006234167,Maggie Gyllenhaal,['Christopher Nolan'],"Jonathan Nolan,Christopher Nolan,David S. Goyer"
3,The Dark Knight,2008,9.0,"['Action', 'Crime', 'Drama']",PG-13,2h 32m,Why So Serious?,185000000,1006234167,Gary Oldman,['Christopher Nolan'],"Jonathan Nolan,Christopher Nolan,David S. Goyer"
3,The Dark Knight,2008,9.0,"['Action', 'Crime', 'Drama']",PG-13,2h 32m,Why So Serious?,185000000,1006234167,Morgan Freeman,['Christopher Nolan'],"Jonathan Nolan,Christopher Nolan,David S. Goyer"
3,The Dark Knight,2008,9.0,"['Action', 'Crime', 'Drama']",PG-13,2h 32m,Why So Serious?,185000000,1006234167,Monique Gabriela Curnen,['Christopher Nolan'],"Jonathan Nolan,Christopher Nolan,David S. Goyer"
3,The Dark Knight,2008,9.0,"['Action', 'Crime', 'Drama']",PG-13,2h 32m,Why So Serious?,185000000,1006234167,Ron Dean,['Christopher Nolan'],"Jonathan Nolan,Christopher Nolan,David S. Goyer"
3,The Dark Knight,2008,9.0,"['Action', 'Crime', 'Drama']",PG-13,2h 32m,Why So Serious?,185000000,1006234167,Cillian Murphy,['Christopher Nolan'],"Jonathan Nolan,Christopher Nolan,David S. Goyer"
3,The Dark Knight,2008,9.0,"['Action', 'Crime', 'Drama']",PG-13,2h 32m,Why So Serious?,185000000,1006234167,Chin Han,['Christopher Nolan'],"Jonathan Nolan,Christopher Nolan,David S. Goyer"
3,The Dark Knight,2008,9.0,"['Action', 'Crime', 'Drama']",PG-13,2h 32m,Why So Serious?,185000000,1006234167,Nestor Carbonell,['Christopher Nolan'],"Jonathan Nolan,Christopher Nolan,David S. Goyer"
3,The Dark Knight,2008,9.0,"['Action', 'Crime', 'Drama']",PG-13,2h 32m,Why So Serious?,185000000,1006234167,Eric Roberts,['Christopher Nolan'],"Jonathan Nolan,Christopher Nolan,David S. Goyer"
3,The Dark Knight,2008,9.0,"['Action', 'Crime', 'Drama']",PG-13,2h 32m,Why So Serious?,185000000,1006234167,Ritchie Coster,['Christopher Nolan'],"Jonathan Nolan,Christopher Nolan,David S. Goyer"
3,The Dark Knight,2008,9.0,"['Action', 'Crime', 'Drama']",PG-13,2h 32m,Why So Serious?,185000000,1006234167,Anthony Michael Hall,['Christopher Nolan'],"Jonathan Nolan,Christopher Nolan,David S. Goyer"
3,The Dark Knight,2008,9.0,"['Action', 'Crime', 'Drama']",PG-13,2h 32m,Why So Serious?,185000000,1006234167,Keith Szarabajka,['Christopher Nolan'],"Jonathan Nolan,Christopher Nolan,David S. Goyer"
3,The Dark Knight,2008,9.0,"['Action', 'Crime', 'Drama']",PG-13,2h 32m,Why So Serious?,185000000,1006234167,Colin McFarlane,['Christopher Nolan'],"Jonathan Nolan,Christopher Nolan,David S. Goyer"
3,The Dark Knight,2008,9.0,"['Action', 'Crime', 'Drama']",PG-13,2h 32m,Why So Serious?,185000000,1006234167,Joshua Harto,['Christopher Nolan'],"Jonathan Nolan,Christopher Nolan,David S. Goyer"
4,The Godfather Part II,1974,9.0,"['Crime', 'Drama']",R,3h 22m,All the power on earth can't change destiny.,13000000,47961919,Al Pacino,['Francis Ford Coppola'],"Francis Ford Coppola,Mario Puzo"
4,The Godfather Part II,1974,9.0,"['Crime', 'Drama']",R,3h 22m,All the power on earth can't change destiny.,13000000,47961919,Robert De Niro,['Francis Ford Coppola'],"Francis Ford Coppola,Mario Puzo"
4,The Godfather Part II,1974,9.0,"['Crime', 'Drama']",R,3h 22m,All the power on earth can't change destiny.,13000000,47961919,Robert Duvall,['Francis Ford Coppola'],"Francis Ford Coppola,Mario Puzo"
4,The Godfather Part II,1974,9.0,"['Crime', 'Drama']",R,3h 22m,All the power on earth can't change destiny.,13000000,47961919,Diane Keaton,['Francis Ford Coppola'],"Francis Ford Coppola,Mario Puzo"
4,The Godfather Part II,1974,9.0,"['Crime', 'Drama']",R,3h 22m,All the power on earth can't change destiny.,13000000,47961919,John Cazale,['Francis Ford Coppola'],"Francis Ford Coppola,Mario Puzo"
4,The Godfather Part II,1974,9.0,"['Crime', 'Drama']",R,3h 22m,All the power on earth can't change destiny.,13000000,47961919,Talia Shire,['Francis Ford Coppola'],"Francis Ford Coppola,Mario Puzo"
4,The Godfather Part II,1974,9.0,"['Crime', 'Drama']",R,3h 22m,All the power on earth can't change destiny.,13000000,47961919,Lee Strasberg,['Francis Ford Coppola'],"Francis Ford Coppola,Mario Puzo"
4,The Godfather Part II,1974,9.0,"['Crime', 'Drama']",R,3h 22m,All the power on earth can't change destiny.,13000000,47961919,Michael V. Gazzo,['Francis Ford Coppola'],"Francis Ford Coppola,Mario Puzo"
4,The Godfather Part II,1974,9.0,"['Crime', 'Drama']",R,3h 22m,All the power on earth can't change destiny.,13000000,47961919,G.D. Spradlin,['Francis Ford Coppola'],"Francis Ford Coppola,Mario Puzo"
4,The Godfather Part II,1974,9.0,"['Crime', 'Drama']",R,3h 22m,All the power on earth can't change destiny.,13000000,47961919,Richard Bright,['Francis Ford Coppola'],"Francis Ford Coppola,Mario Puzo"
4,The Godfather Part II,1974,9.0,"['Crime', 'Drama']",R,3h 22m,All the power on earth can't change destiny.,13000000,47961919,Gastone Moschin,['Francis Ford Coppola'],"Francis Ford Coppola,Mario Puzo"
4,The Godfather Part II,1974,9.0,"['Crime', 'Drama']",R,3h 22m,All the power on earth can't change destiny.,13000000,47961919,Tom Rosqui,['Francis Ford Coppola'],"Francis Ford Coppola,Mario Puzo"
4,The Godfather Part II,1974,9.0,"['Crime', 'Drama']",R,3h 22m,All the power on earth can't change destiny.,13000000,47961919,Bruno Kirby,['Francis Ford Coppola'],"Francis Ford Coppola,Mario Puzo"
4,The Godfather Part II,1974,9.0,"['Crime', 'Drama']",R,3h 22m,All the power on earth can't change destiny.,13000000,47961919,Frank Sivero,['Francis Ford Coppola'],"Francis Ford Coppola,Mario Puzo"
4,The Godfather Part II,1974,9.0,"['Crime', 'Drama']",R,3h 22m,All the power on earth can't change destiny.,13000000,47961919,Francesca De Sapio,['Francis Ford Coppola'],"Francis Ford Coppola,Mario Puzo"
4,The Godfather Part II,1974,9.0,"['Crime', 'Drama']",R,3h 22m,All the power on earth can't change destiny.,13000000,47961919,Morgana King,['Francis Ford Coppola'],"Francis Ford Coppola,Mario Puzo"
4,The Godfather Part II,1974,9.0,"['Crime', 'Drama']",R,3h 22m,All the power on earth can't change destiny.,13000000,47961919,Marianna Hill,['Francis Ford Coppola'],"Francis Ford Coppola,Mario Puzo"
4,The Godfather Part II,1974,9.0,"['Crime', 'Drama']",R,3h 22m,All the power on earth can't change destiny.,13000000,47961919,Leopoldo Trieste,['Francis Ford Coppola'],"Francis Ford Coppola,Mario Puzo"
5,12 Angry Men,1957,9.0,"['Crime', 'Drama']",Approved,1h 36m,Life Is In Their Hands -- Death Is On Their Minds!,350000,955,Henry Fonda,['Sidney Lumet'],Reginald Rose
5,12 Angry Men,1957,9.0,"['Crime', 'Drama']",Approved,1h 36m,Life Is In Their Hands -- Death Is On Their Minds!,350000,955,Lee J. Cobb,['Sidney Lumet'],Reginald Rose
5,12 Angry Men,1957,9.0,"['Crime', 'Drama']",Approved,1h 36m,Life Is In Their Hands -- Death Is On Their Minds!,350000,955,Martin Balsam,['Sidney Lumet'],Reginald Rose
5,12 Angry Men,1957,9.0,"['Crime', 'Drama']",Approved,1h 36m,Life Is In Their Hands -- Death Is On Their Minds!,350000,955,John Fiedler,['Sidney Lumet'],Reginald Rose
5,12 Angry Men,1957,9.0,"['Crime', 'Drama']",Approved,1h 36m,Life Is In Their Hands -- Death Is On Their Minds!,350000,955,E.G. Marshall,['Sidney Lumet'],Reginald Rose
5,12 Angry Men,1957,9.0,"['Crime', 'Drama']",Approved,1h 36m,Life Is In Their Hands -- Death Is On Their Minds!,350000,955,Jack Klugman,['Sidney Lumet'],Reginald Rose
5,12 Angry Men,1957,9.0,"['Crime', 'Drama']",Approved,1h 36m,Life Is In Their Hands -- Death Is On Their Minds!,350000,955,Edward Binns,['Sidney Lumet'],Reginald Rose
5,12 Angry Men,1957,9.0,"['Crime', 'Drama']",Approved,1h 36m,Life Is In Their Hands -- Death Is On Their Minds!,350000,955,Jack Warden,['Sidney Lumet'],Reginald Rose
5,12 Angry Men,1957,9.0,"['Crime', 'Drama']",Approved,1h 36m,Life Is In Their Hands -- Death Is On Their Minds!,350000,955,Joseph Sweeney,['Sidney Lumet'],Reginald Rose
5,12 Angry Men,1957,9.0,"['Crime', 'Drama']",Approved,1h 36m,Life Is In Their Hands -- Death Is On Their Minds!,350000,955,Ed Begley,['Sidney Lumet'],Reginald Rose
5,12 Angry Men,1957,9.0,"['Crime', 'Drama']",Approved,1h 36m,Life Is In Their Hands -- Death Is On Their Minds!,350000,955,George Voskovec,['Sidney Lumet'],Reginald Rose
5,12 Angry Men,1957,9.0,"['Crime', 'Drama']",Approved,1h 36m,Life Is In Their Hands -- Death Is On Their Minds!,350000,955,Robert Webber,['Sidney Lumet'],Reginald Rose
5,12 Angry Men,1957,9.0,"['Crime', 'Drama']",Approved,1h 36m,Life Is In Their Hands -- Death Is On Their Minds!,350000,955,Rudy Bond,['Sidney Lumet'],Reginald Rose
5,12 Angry Men,1957,9.0,"['Crime', 'Drama']",Approved,1h 36m,Life Is In Their Hands -- Death Is On Their Minds!,350000,955,Tom Gorman,['Sidney Lumet'],Reginald Rose
5,12 Angry Men,1957,9.0,"['Crime', 'Drama']",Approved,1h 36m,Life Is In Their Hands -- Death Is On Their Minds!,350000,955,James Kelly,['Sidney Lumet'],Reginald Rose
5,12 Angry Men,1957,9.0,"['Crime', 'Drama']",Approved,1h 36m,Life Is In Their Hands -- Death Is On Their Minds!,350000,955,Billy Nelson,['Sidney Lumet'],Reginald Rose
5,12 Angry Men,1957,9.0,"['Crime', 'Drama']",Approved,1h 36m,Life Is In Their Hands -- Death Is On Their Minds!,350000,955,John Savoca,['Sidney Lumet'],Reginald Rose
5,12 Angry Men,1957,9.0,"['Crime', 'Drama']",Approved,1h 36m,Life Is In Their Hands -- Death Is On Their Minds!,350000,955,Walter Stocker,['Sidney Lumet'],Reginald Rose
6,Schindler's List,1993,9.0,"['Biography', 'Drama', 'History']",R,3h 15m,"Whoever saves one life, saves the world entire.",22000000,322161245,Liam Neeson,['Steven Spielberg'],"Thomas Keneally,Steven Zaillian"
6,Schindler's List,1993,9.0,"['Biography', 'Drama', 'History']",R,3h 15m,"Whoever saves one life, saves the world entire.",22000000,322161245,Ralph Fiennes,['Steven Spielberg'],"Thomas Keneally,Steven Zaillian"
6,Schindler's List,1993,9.0,"['Biography', 'Drama', 'History']",R,3h 15m,"Whoever saves one life, saves the world entire.",22000000,322161245,Ben Kingsley,['Steven Spielberg'],"Thomas Keneally,Steven Zaillian"
6,Schindler's List,1993,9.0,"['Biography', 'Drama', 'History']",R,3h 15m,"Whoever saves one life, saves the world entire.",22000000,322161245,Caroline Goodall,['Steven Spielberg'],"Thomas Keneally,Steven Zaillian"
6,Schindler's List,1993,9.0,"['Biography', 'Drama', 'History']",R,3h 15m,"Whoever saves one life, saves the world entire.",22000000,322161245,Jonathan Sagall,['Steven Spielberg'],"Thomas Keneally,Steven Zaillian"
6,Schindler's List,1993,9.0,"['Biography', 'Drama', 'History']",R,3h 15m,"Whoever saves one life, saves the world entire.",22000000,322161245,Embeth Davidtz,['Steven Spielberg'],"Thomas Keneally,Steven Zaillian"
6,Schindler's List,1993,9.0,"['Biography', 'Drama', 'History']",R,3h 15m,"Whoever saves one life, saves the world entire.",22000000,322161245,Malgorzata Gebel,['Steven Spielberg'],"Thomas Keneally,Steven Zaillian"
6,Schindler's List,1993,9.0,"['Biography', 'Drama', 'History']",R,3h 15m,"Whoever saves one life, saves the world entire.",22000000,322161245,Shmuel Levy,['Steven Spielberg'],"Thomas Keneally,Steven Zaillian"
6,Schindler's List,1993,9.0,"['Biography', 'Drama', 'History']",R,3h 15m,"Whoever saves one life, saves the world entire.",22000000,322161245,Mark Ivanir,['Steven Spielberg'],"Thomas Keneally,Steven Zaillian"
6,Schindler's List,1993,9.0,"['Biography', 'Drama', 'History']",R,3h 15m,"Whoever saves one life, saves the world entire.",22000000,322161245,Béatrice Macola,['Steven Spielberg'],"Thomas Keneally,Steven Zaillian"
6,Schindler's List,1993,9.0,"['Biography', 'Drama', 'History']",R,3h 15m,"Whoever saves one life, saves the world entire.",22000000,322161245,Andrzej Seweryn,['Steven Spielberg'],"Thomas Keneally,Steven Zaillian"
6,Schindler's List,1993,9.0,"['Biography', 'Drama', 'History']",R,3h 15m,"Whoever saves one life, saves the world entire.",22000000,322161245,Friedrich von Thun,['Steven Spielberg'],"Thomas Keneally,Steven Zaillian"
6,Schindler's List,1993,9.0,"['Biography', 'Drama', 'History']",R,3h 15m,"Whoever saves one life, saves the world entire.",22000000,322161245,Krzysztof Luft,['Steven Spielberg'],"Thomas Keneally,Steven Zaillian"
6,Schindler's List,1993,9.0,"['Biography', 'Drama', 'History']",R,3h 15m,"Whoever saves one life, saves the world entire.",22000000,322161245,Harry Nehring,['Steven Spielberg'],"Thomas Keneally,Steven Zaillian"
6,Schindler's List,1993,9.0,"['Biography', 'Drama', 'History']",R,3h 15m,"Whoever saves one life, saves the world entire.",22000000,322161245,Norbert Weisser,['Steven Spielberg'],"Thomas Keneally,Steven Zaillian"
6,Schindler's List,1993,9.0,"['Biography', 'Drama', 'History']",R,3h 15m,"Whoever saves one life, saves the world entire.",22000000,322161245,Adi Nitzan,['Steven Spielberg'],"Thomas Keneally,Steven Zaillian"
6,Schindler's List,1993,9.0,"['Biography', 'Drama', 'History']",R,3h 15m,"Whoever saves one life, saves the world entire.",22000000,322161245,Michael Schneider,['Steven Spielberg'],"Thomas Keneally,Steven Zaillian"
6,Schindler's List,1993,9.0,"['Biography', 'Drama', 'History']",R,3h 15m,"Whoever saves one life, saves the world entire.",22000000,322161245,Miri Fabian,['Steven Spielberg'],"Thomas Keneally,Steven Zaillian"
7,The Lord of the Rings: The Return of the King,2003,9.0,"['Action', 'Adventure', 'Drama']",PG-13,3h 21m,The eye of the enemy is moving.,94000000,1146457748,Elijah Wood,['Peter Jackson'],"J.R.R. Tolkien,Fran Walsh,Philippa Boyens"
7,The Lord of the Rings: The Return of the King,2003,9.0,"['Action', 'Adventure', 'Drama']",PG-13,3h 21m,The eye of the enemy is moving.,94000000,1146457748,Viggo Mortensen,['Peter Jackson'],"J.R.R. Tolkien,Fran Walsh,Philippa Boyens"
7,The Lord of the Rings: The Return of the King,2003,9.0,"['Action', 'Adventure', 'Drama']",PG-13,3h 21m,The eye of the enemy is moving.,94000000,1146457748,Ian McKellen,['Peter Jackson'],"J.R.R. Tolkien,Fran Walsh,Philippa Boyens"
7,The Lord of the Rings: The Return of the King,2003,9.0,"['Action', 'Adventure', 'Drama']",PG-13,3h 21m,The eye of the enemy is moving.,94000000,1146457748,Orlando Bloom,['Peter Jackson'],"J.R.R. Tolkien,Fran Walsh,Philippa Boyens"
7,The Lord of the Rings: The Return of the King,2003,9.0,"['Action', 'Adventure', 'Drama']",PG-13,3h 21m,The eye of the enemy is moving.,94000000,1146457748,Noel Appleby,['Peter Jackson'],"J.R.R. Tolkien,Fran Walsh,Philippa Boyens"
7,The Lord of the Rings: The Return of the King,2003,9.0,"['Action', 'Adventure', 'Drama']",PG-13,3h 21m,The eye of the enemy is moving.,94000000,1146457748,Ali Astin,['Peter Jackson'],"J.R.R. Tolkien,Fran Walsh,Philippa Boyens"
7,The Lord of the Rings: The Return of the King,2003,9.0,"['Action', 'Adventure', 'Drama']",PG-13,3h 21m,The eye of the enemy is moving.,94000000,1146457748,Sean Astin,['Peter Jackson'],"J.R.R. Tolkien,Fran Walsh,Philippa Boyens"
7,The Lord of the Rings: The Return of the King,2003,9.0,"['Action', 'Adventure', 'Drama']",PG-13,3h 21m,The eye of the enemy is moving.,94000000,1146457748,David Aston,['Peter Jackson'],"J.R.R. Tolkien,Fran Walsh,Philippa Boyens"
7,The Lord of the Rings: The Return of the King,2003,9.0,"['Action', 'Adventure', 'Drama']",PG-13,3h 21m,The eye of the enemy is moving.,94000000,1146457748,John Bach,['Peter Jackson'],"J.R.R. Tolkien,Fran Walsh,Philippa Boyens"
7,The Lord of the Rings: The Return of the King,2003,9.0,"['Action', 'Adventure', 'Drama']",PG-13,3h 21m,The eye of the enemy is moving.,94000000,1146457748,Sean Bean,['Peter Jackson'],"J.R.R. Tolkien,Fran Walsh,Philippa Boyens"
7,The Lord of the Rings: The Return of the King,2003,9.0,"['Action', 'Adventure', 'Drama']",PG-13,3h 21m,The eye of the enemy is moving.,94000000,1146457748,Cate Blanchett,['Peter Jackson'],"J.R.R. Tolkien,Fran Walsh,Philippa Boyens"
7,The Lord of the Rings: The Return of the King,2003,9.0,"['Action', 'Adventure', 'Drama']",PG-13,3h 21m,The eye of the enemy is moving.,94000000,1146457748,Billy Boyd,['Peter Jackson'],"J.R.R. Tolkien,Fran Walsh,Philippa Boyens"
7,The Lord of the Rings: The Return of the King,2003,9.0,"['Action', 'Adventure', 'Drama']",PG-13,3h 21m,The eye of the enemy is moving.,94000000,1146457748,Sadwyn Brophy,['Peter Jackson'],"J.R.R. Tolkien,Fran Walsh,Philippa Boyens"
7,The Lord of the Rings: The Return of the King,2003,9.0,"['Action', 'Adventure', 'Drama']",PG-13,3h 21m,The eye of the enemy is moving.,94000000,1146457748,Alistair Browning,['Peter Jackson'],"J.R.R. Tolkien,Fran Walsh,Philippa Boyens"
7,The Lord of the Rings: The Return of the King,2003,9.0,"['Action', 'Adventure', 'Drama']",PG-13,3h 21m,The eye of the enemy is moving.,94000000,1146457748,Marton Csokas,['Peter Jackson'],"J.R.R. Tolkien,Fran Walsh,Philippa Boyens"
7,The Lord of the Rings: The Return of the King,2003,9.0,"['Action', 'Adventure', 'Drama']",PG-13,3h 21m,The eye of the enemy is moving.,94000000,1146457748,Richard Edge,['Peter Jackson'],"J.R.R. Tolkien,Fran Walsh,Philippa Boyens"
7,The Lord of the Rings: The Return of the King,2003,9.0,"['Action', 'Adventure', 'Drama']",PG-13,3h 21m,The eye of the enemy is moving.,94000000,1146457748,Jason Fitch,['Peter Jackson'],"J.R.R. Tolkien,Fran Walsh,Philippa Boyens"
7,The Lord of the Rings: The Return of the King,2003,9.0,"['Action', 'Adventure', 'Drama']",PG-13,3h 21m,The eye of the enemy is moving.,94000000,1146457748,Bernard Hill,['Peter Jackson'],"J.R.R. Tolkien,Fran Walsh,Philippa Boyens"
8,Pulp Fiction,1994,8.9,"['Crime', 'Drama']",R,2h 34m,Girls like me don't make invitations like this to just anyone!,8000000,213928762,John Travolta,['Quentin Tarantino'],"Quentin Tarantino,Roger Avary"
8,Pulp Fiction,1994,8.9,"['Crime', 'Drama']",R,2h 34m,Girls like me don't make invitations like this to just anyone!,8000000,213928762,Uma Thurman,['Quentin Tarantino'],"Quentin Tarantino,Roger Avary"
8,Pulp Fiction,1994,8.9,"['Crime', 'Drama']",R,2h 34m,Girls like me don't make invitations like this to just anyone!,8000000,213928762,Samuel L. Jackson,['Quentin Tarantino'],"Quentin Tarantino,Roger Avary"
8,Pulp Fiction,1994,8.9,"['Crime', 'Drama']",R,2h 34m,Girls like me don't make invitations like this to just anyone!,8000000,213928762,Bruce Willis,['Quentin Tarantino'],"Quentin Tarantino,Roger Avary"
8,Pulp Fiction,1994,8.9,"['Crime', 'Drama']",R,2h 34m,Girls like me don't make invitations like this to just anyone!,8000000,213928762,Tim Roth,['Quentin Tarantino'],"Quentin Tarantino,Roger Avary"
8,Pulp Fiction,1994,8.9,"['Crime', 'Drama']",R,2h 34m,Girls like me don't make invitations like this to just anyone!,8000000,213928762,Amanda Plummer,['Quentin Tarantino'],"Quentin Tarantino,Roger Avary"
